id,name,flavors,race,positive_effects,negative_effects,medical_uses,Rating,Description
53,Ancient Kush,"['Cheese', 'Skunk', 'Citrus', 'Mint']",indica,"['Relaxed', 'Creative', 'Energetic', 'Sleepy', 'Aroused']",[],"['Pain', 'Stress', 'Lack of Appetite', 'Headaches']",4.6,"Ancient Kush is an indica-dominant hybrid strain whose genetic background is lost to history, but most certainly contains the age-old characteristics of Afghani indicas. Its short bushy plants bloom with resinous buds that tend to darken purple near the end of maturation. Skunky lemon and smooth earthiness make up this indica’s aroma in a fragrant introduction of her relaxing, mood-warming effects. "
55,Anesthesia,"['Sweet', 'Earthy', 'Pungent']",indica,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches', 'Inflammation']",4.1,"Anesthesia is the result of breeding the popular old school Afghan Skunk indica with Herojuana. It was created in 2007 by breeder Whazzup in an effort to keep the Afghani Skunk strain going as it had long been only available as a cutting from another plant. Anesthesia was selected as a “Breeder’s Choice” Selection by Dutch seed company Sannie’s Seeds, which has helped to spread its popularity and availability. When grown, these plants branch quite a bit and may grow wider and closer to the ground rather than tall before flowering at 9-10 weeks. Anesthesia flowers are dense and covered in crystals. They have a musky, earthy smell and flavor that is common in its Afghan heritage. Known for its strong, sedative indica buzz, this is a strain that’s often recommended for pain—just as its name would suggest."
57,Animal Cookies,"['Sweet', 'Earthy', 'Pungent']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']",4.5,"Animal Cookies is the child of the legendary hybrid marijuana strains Girl Scout Cookies and Fire OG. This clone-only strain flowers in 9-10 weeks, and grows into dense, frosty green buds tipped with purple. True to its name, Animal Cookies has a sweet, sour aroma with heavy full-body effects that will impress any veteran consumer. This potent medicine might be overkill for mild symptoms, but its ability to obliterate severe pain and insomnia is unprecedented. "
59,Ape Shit,"['Grape', 'Sweet', 'Lavender']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Giggly', 'Uplifted', 'Talkative']",['Dry Mouth'],"['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Eye Pressure']",5.0,"Ape Shit is the genetic offspring of three quality cannabis strains. By crossing Purple Urkle, Acapulco Gold, and Cinderella 99, this hybrid strain blends deep body effects against bright, heady mental energy. Certain phenotypes exhibit a strong grape odor, but typically this strain smells of lavender with a touch of sweetness. Enjoy this strain as a means to quell depression and anxiety.  "
60,Apollo 11,"['Pungent', 'Cheese', 'Citrus', 'Lemon']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']",4.4,"Apollo 11 is a potent hybrid cannabis strain with strong cerebral effects that might just have your head feeling like it’s making a moon landing. It’s another strain created by breeders Brothers Grimm and is the half-sister to another heady sativa, Apollo 13. Apollo 11 also has Genius (a Jack Herer phenotype) as a mother, but was crossed with Cinderella 99 to create this uplifting strain. This Apollo shares the family trait of an extremely fast flowering time, usually before 8 weeks. There is some variety among plants, but in general they will stay shorter and develop lots of branches and bud sites. The resinous flowers will have a strong, sharp citrus aroma and a slightly subtler lemon flavor. Effective for treating stress and moderate pain, for a few hours this strain will give you a first-class trip out of this world."
61,Apollo 13,"['Earthy', 'Sweet', 'Woody', 'Spicy/Herbal']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Giggly', 'Uplifted', 'Creative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']",4.4,"Apollo 13 consistently receives quite a bit of praise that has come to be expected with strains created by breeders Brothers Grimm. A cross between two of their other successful strains, P75 and Genius (a Jack Herer phenotype), this strain has a decorated lineage. Apollo 13 has the distinction of being especially rare as it is said that only 500 seeds came from the original stock and the few cuttings are the stuff of legend. This plant is less finicky than most and is often recommended for new grower. It also flowers very quickly at 7-8 weeks, producing large sticky buds. Apollo 13’s aroma is unique and very pungent. Its scent has been described as peppery and earthy with a punch of both sour fruit and citrus, while the taste takes on the herbal notes of tea with a skunky aftertaste. As its name suggests, this strain will have your head in the clouds as its effects are cerebral and energizing. While the more popular version of this hybrid is the sativa-dominant plant, be aware that an indica-dominant version is also out there."
62,Appalachia,"['Pungent', 'Earthy', 'Woody', 'Skunk']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Creative', 'Giggly']",['Dry Eyes'],"['Pain', 'Cramps', 'Lack of Appetite', 'Inflammation', 'Muscle Spasms']",4.8,"Appalachia is a hybrid cross between Green Crack and Tres Dawg bred by High & Lonesome Seeds. A layer of white, cloudy trichomes gives the buds a sage green color with darker leaves and fiery hairs peeking out from underneath. With an aroma of earthy pine and subtle fruit, Appalachia delivers a dreamy and yet functional cerebral buzz paired with relaxing full-body effects. Sensory perception and appetite are sharpened while pain and other symptoms dull, making Appalachia a coveted strain among medical patients and recreational consumers alike."
63,Appalachian Power,"['Tropical', 'Grape', 'Citrus', 'Sweet']",sativa,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Focused', 'Talkative', 'Uplifted']",[],[],4.3,"Appalachian Power by Soulshine Cannabis is a potent sativa-dominant strain with a rich genetic lineage. By crossing The Appalachian (Grape Punch x Life Saver) with The Power (Island Sweet Skunk x White Widow), Appalachian Power was born. With a deep roster of genetic varieties at its back, it’s no surprise that Appalachian Power’s aroma and flavor offer a unique and rewarding palate of grape, banana, and pineapple. The effects pack a stimulating kick that is not for the faint of heart. It can cause mild paranoia in the uninitiated, but if the dosage is respected, this strain can suit all manner of physical activity and combat lethargy."
64,Apple Jack,"['Apple', 'Pungent', 'Skunk', 'Sweet', 'Earthy']",hybrid,"['Euphoric', 'Happy', 'Creative', 'Talkative', 'Uplifted', 'Relaxed', 'Focused', 'Energetic', 'Tingly']","['Dizzy', 'Dry Eyes', 'Anxious']","['Depression', 'Stress', 'Nausea', 'Fatigue', 'Muscle Spasms']",3.6,"Apple Jack is the beautiful and popular hybrid cross of Jack Herer and White Widow. This potent combination embodies the uplifted clarity of Jack Herer while applying a warm, soothing relaxation to the body. This strain works wonders for patients and consumers suffering from chronic physical pain and nausea. Apple Jack’s aroma, as you might guess, is one of sweet sliced apples with hints of skunk and earth."
65,Apple Kush,"['Apple', 'Diesel', 'Sweet', 'Pungent']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Eye Pressure']",4.6,"Apple Kush is the indica-dominant hybrid cross of Sour Diesel and Pure Kush. This strain leads with powerful cerebral effects that align well with people suffering from depression or anxiety, and follows with body effects that are ideal for curbing inflammation. Indulge in this Oregonian favorite later in the day, as the strain’s creeping sedative effects can be rather weighty.   "
66,Appleberry,"['Berry', 'Earthy', 'Flowery', 'Apple', 'Sweet']",indica,"['Relaxed', 'Sleepy', 'Focused', 'Happy', 'Hungry', 'Euphoric']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Headaches', 'Muscle Spasms']",4.6,"Appleberry by Sumo Seeds in an indica-dominant yield machine. Bred from (Dynamite x Bubblelicious) x White Widow, this strain has classic Central Asian and Central American roots while expressing a terpene profile all its own. The strain’s aroma exemplifies its title, smelling of a subtle apple and berry. Its effects are extremely relaxing, bordering on sedative, imbuing the limbs with a warm weighted aura. Utilize Appleberry as an anxiolytic and for all-around pain relief. Appleberry won 1st place in the 'Bio' category at the 2016 Highlife Cup in Amsterdam."
68,Arctic Sun,"['Ammonia', 'Skunk']",hybrid,"['Relaxed', 'Hungry', 'Euphoric', 'Creative', 'Energetic', 'Focused']",[],['Stress'],4.3,"Cultivated by Flying Dutchman, Arctic Sun is a 60/40 sativa-dominant hybrid of Skunk #1 and White Widow. These two crosses create a pungent fuel-like tang with floral undertones. When consumed, a robust burst of euphoria and energy comes through, stimulating both social interaction and creativity. Patients often look to this strain for relief of chronic pain, sleeplessness, and muscle spasms."
70,Area 51,"['Sweet', 'Earthy', 'Citrus']",hybrid,"['Relaxed', 'Happy', 'Talkative', 'Uplifted', 'Giggly', 'Euphoric', 'Creative']",['Dry Mouth'],"['Depression', 'Pain', 'Stress', 'Cramps', 'Fatigue']",4.4,"A sativa-dominant hybrid of unknown origin, Area 51 has a sweet smell with citrus and floral undertones and a smooth flowery smoke.  Area 51 is a potent strain that will give consumers an immediate feeling of euphoria along with a relaxed yet motivated mental focus."
71,Argyle,"['Earthy', 'Woody', 'Citrus', 'Spicy/Herbal', 'Pungent']",indica,"['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Cramps', 'Fatigue']",3.9,"Argyle is a variety of Nordle grown by Canadian LP Tweed, Inc. The indica-dominant hybrid crosses Afghani and Sensi Star genetics. The resulting buds smell of garlic and herbs, like fresh cut chives but with a fruity aftertaste. With a 1:1 ratio of THC to CBD Argyle creates a mellow, calming buzz that is a great answer to body pains and muscle spasms."
74,Armageddon,"['Citrus', 'Earthy', 'Pungent', 'Diesel', 'Woody', 'Tropical']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']",4.0,"Armageddon sounds pretty intimidating and while this strain is potent, consumers come down from its intense mental lift to find the world still exists—it just feels a little more relaxing. This strain’s plants flower quickly at 8 weeks and produce high yields of multi-colored buds that smell strongly of woodsy citrus. The citrus notes carry over into the taste, which is diverse and includes cheese and some fruitiness as well. Armageddon tends to have medium-high to high THC levels, packing a powerful punch for some consumers while others find the initial head effects great for day use and stimulating conversation. Eventually Armageddon mellows into solid body relaxation to finish off its exceptionally long buzz."
75,Armagnac,"['Earthy', 'Skunk', 'Flowery', 'Spicy/Herbal', 'Sweet']",hybrid,"['Relaxed', 'Euphoric', 'Sleepy', 'Aroused', 'Talkative', 'Giggly', 'Happy']","['Dizzy', 'Dry Mouth']","['Insomnia', 'Stress']",4.2,"Armagnac, bred by New House Seeds, is a hybrid that combines Krome’s The White with DJ Short’s Grape Kush. The strain takes its name from a specie of grapes native to the Gascony region of France and used for making brandy. Armagnac’s aroma is a mix of sweet, earthy flavors that give off a pungent fruit flavor of fresh grapes when exhaled. The effects are a mellow mix of a relaxed body and a refreshed mood, great for relieving pain and anxiety."
76,Ash,"['Earthy', 'Pine', 'Pungent', 'Skunk', 'Spicy/Herbal']",hybrid,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Eye Pressure']",4.5,"Ash is an indica-dominant hybrid cross between Afghan Haze and Afghan Skunk bred by Mr. Nice Seeds. These buds offer a fruity, berry aroma and effects that run the gamut between relaxing indicas and stimulating sativas. This strain's name, sometimes spelled A.S.H., is an acronym denoting its Afghani, Skunk, and Haze lineage. "
77,Asian Fantasy,"['Earthy', 'Skunk', 'Woody']",sativa,"['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Talkative']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches', 'Eye Pressure']",4.4,"After repeated rumors that this strain suffered extinction thanks to a secretive breeder, enough sightings occur regularly to ensure that while rare, the Asian Fantasy strain does still exist. Its genetics, however, remain a mystery. What’s clear is that this strain has a healthy dose of sativa in it that will get ideas and creativity flowing. It’s also a beauty, with large, curled buds that have a covering of brick red hairs. The flowers emit a sweet and sour fragrance while the taste has a healthy dose of spice."
79,Astroboy,"['Citrus', 'Sweet', 'Grapefruit']",sativa,"['Happy', 'Creative', 'Energetic', 'Tingly', 'Focused', 'Relaxed']",[],"['Depression', 'Pain', 'Fatigue', 'Headaches', 'Muscle Spasms']",4.5,"Astroboy is an energetic, sativa-dominant hybrid cannabis strain that combines Apollo 13 genetics with a cross of Ortega and Cinderella 99 bred by TGA Subcool Seeds. A mix of sweet and sour fruit flavors, like citrus and cherry, lead the way towards a heady buzz that is fast-acting and uplifting. The cerebral energy sparked by Astroboy is a great choice to keep you happy and active throughout a busy day. The watermelon phenotype of Astroboy is known to be an exceptional expression of the strain and is often desired as an influence for other breeding projects."
80,Athabasca,"['Earthy', 'Ammonia', 'Apple', 'Diesel']",indica,"['Relaxed', 'Happy', 'Talkative', 'Uplifted', 'Giggly']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue', 'Headaches', 'Seizures']",4.6,"Athabasca is a variety of the strain Pennywise grown by Canadian LP Aphria. Genetics from Harlequin and Jack the Ripper come together to create a sweet woody aroma that is highlighted by sharp peppery undertones. With a 1:1 ratio of CBD to THC the psychoactive effects are mild yet relaxing, making Athabasca an effective treatment for arthritis, PTSD, and epilepsy."
